Unnamed: 0,protein1,protein2,prediction,label
577,9606.ENSP00000337500,9606.ENSP00000344087,0.9999544840483688,1.0
578,9606.ENSP00000337500,9606.ENSP00000417132,0.9999998887262596,1.0
579,9606.ENSP00000337500,9606.ENSP00000269385,0.9999999978553572,1.0
581,9606.ENSP00000337500,9606.ENSP00000308750,0.9999999989403964,1.0
583,9606.ENSP00000285116,9606.ENSP00000311429,0.9999999999940434,1.0
584,9606.ENSP00000285116,9606.ENSP00000263181,1.0,1.0
585,9606.ENSP00000285116,9606.ENSP00000414109,1.0,1.0
586,9606.ENSP00000285116,9606.ENSP00000360540,1.0,1.0
587,9606.ENSP00000285116,9606.ENSP00000334675,0.9999999996877398,1.0
588,9606.ENSP00000285116,9606.ENSP00000287598,1.0,1.0
589,9606.ENSP00000285116,9606.ENSP00000333433,0.9999999932179776,1.0
590,9606.ENSP00000285116,9606.ENSP00000249776,0.9999994757352066,1.0
591,9606.ENSP00000285116,9606.ENSP00000418268,1.0,1.0
592,9606.ENSP00000285116,9606.ENSP00000268389,0.7610233829058631,0.0
593,9606.ENSP00000285116,9606.ENSP00000245787,0.0017523508137575,0.0
594,9606.ENSP00000285116,9606.ENSP00000215980,0.9999999999999674,1.0
595,9606.ENSP00000285116,9606.ENSP00000256442,1.0,1.0
596,9606.ENSP00000285116,9606.ENSP00000361540,1.0,1.0
597,9606.ENSP00000257696,9606.ENSP00000377027,0.0003503630926176,0.0
720,9606.ENSP00000317895,9606.ENSP00000357731,0.5841362928860044,1.0
721,9606.ENSP00000317895,9606.ENSP00000315370,0.0259454664605057,0.0
723,9606.ENSP00000317895,9606.ENSP00000357789,0.3970078209393353,1.0
728,9606.ENSP00000342374,9606.ENSP00000260970,1.0,1.0
729,9606.ENSP00000342374,9606.ENSP00000300413,1.0,1.0
730,9606.ENSP00000342374,9606.ENSP00000351492,1.0,1.0
731,9606.ENSP00000342374,9606.ENSP00000393388,1.0,1.0
732,9606.ENSP00000342374,9606.ENSP00000319341,1.0,1.0
733,9606.ENSP00000342374,9606.ENSP00000386023,1.0,1.0
734,9606.ENSP00000342374,9606.ENSP00000269601,1.0,1.0
735,9606.ENSP00000342374,9606.ENSP00000335808,1.0,1.0
736,9606.ENSP00000342374,9606.ENSP00000310596,1.0,1.0
737,9606.ENSP00000342374,9606.ENSP00000368881,1.0,1.0
738,9606.ENSP00000342374,9606.ENSP00000281950,0.9999999999999636,1.0
739,9606.ENSP00000342374,9606.ENSP00000296215,1.0,1.0
740,9606.ENSP00000342374,9606.ENSP00000368801,1.0,1.0
741,9606.ENSP00000342374,9606.ENSP00000372482,0.9999999999994548,1.0
742,9606.ENSP00000342374,9606.ENSP00000472998,1.0,1.0
743,9606.ENSP00000342374,9606.ENSP00000478070,1.0,1.0
744,9606.ENSP00000342374,9606.ENSP00000238892,1.0,1.0
745,9606.ENSP00000342374,9606.ENSP00000312981,1.0,1.0
746,9606.ENSP00000342374,9606.ENSP00000384421,1.0,1.0
747,9606.ENSP00000342374,9606.ENSP00000261308,1.0,1.0
748,9606.ENSP00000342374,9606.ENSP00000156471,1.0,1.0
750,9606.ENSP00000342374,9606.ENSP00000344241,1.0,1.0
751,9606.ENSP00000342374,9606.ENSP00000364289,1.0,1.0
752,9606.ENSP00000342374,9606.ENSP00000360497,1.0,1.0
753,9606.ENSP00000342374,9606.ENSP00000226798,1.0,1.0
754,9606.ENSP00000342374,9606.ENSP00000266529,1.0,1.0
755,9606.ENSP00000342374,9606.ENSP00000261167,1.0,1.0
756,9606.ENSP00000342374,9606.ENSP00000267812,1.0,1.0
757,9606.ENSP00000342374,9606.ENSP00000301272,0.9999999730891064,1.0
758,9606.ENSP00000342374,9606.ENSP00000355011,1.0,1.0
759,9606.ENSP00000342374,9606.ENSP00000285873,0.9999999999999996,1.0
760,9606.ENSP00000342374,9606.ENSP00000263384,1.0,1.0
761,9606.ENSP00000342374,9606.ENSP00000308533,0.9999999999999942,1.0
762,9606.ENSP00000342374,9606.ENSP00000451291,1.0,1.0
763,9606.ENSP00000342374,9606.ENSP00000483688,1.0,1.0
764,9606.ENSP00000342374,9606.ENSP00000215829,1.0,1.0
765,9606.ENSP00000342374,9606.ENSP00000227524,1.0,1.0
766,9606.ENSP00000342374,9606.ENSP00000325376,1.0,1.0
767,9606.ENSP00000342374,9606.ENSP00000221494,1.0,1.0
768,9606.ENSP00000342374,9606.ENSP00000272645,1.0,1.0
769,9606.ENSP00000342374,9606.ENSP00000351137,1.0,1.0
770,9606.ENSP00000342374,9606.ENSP00000286307,1.0,1.0
771,9606.ENSP00000342374,9606.ENSP00000270257,0.999999997057866,1.0
772,9606.ENSP00000342374,9606.ENSP00000204549,0.999999999985955,1.0
781,9606.ENSP00000342889,9606.ENSP00000380054,1.0,1.0
782,9606.ENSP00000342889,9606.ENSP00000286317,1.0,1.0
783,9606.ENSP00000342889,9606.ENSP00000300651,1.0,1.0
784,9606.ENSP00000342889,9606.ENSP00000265038,1.0,1.0
785,9606.ENSP00000342889,9606.ENSP00000380904,0.99999999999731,1.0
786,9606.ENSP00000342889,9606.ENSP00000299601,1.0,1.0
787,9606.ENSP00000342889,9606.ENSP00000259870,0.999999999996783,1.0
788,9606.ENSP00000342889,9606.ENSP00000489236,1.0,1.0
789,9606.ENSP00000342889,9606.ENSP00000406293,0.9999999999999738,1.0
790,9606.ENSP00000342889,9606.ENSP00000265350,1.0,1.0
791,9606.ENSP00000342889,9606.ENSP00000374280,1.0,1.0
792,9606.ENSP00000342889,9606.ENSP00000222567,1.0,1.0
793,9606.ENSP00000342889,9606.ENSP00000494359,0.9961829865388364,1.0
794,9606.ENSP00000342889,9606.ENSP00000272645,1.0,1.0
795,9606.ENSP00000342889,9606.ENSP00000425130,0.999999999998484,1.0
796,9606.ENSP00000342889,9606.ENSP00000367029,1.0,1.0
797,9606.ENSP00000342889,9606.ENSP00000355961,0.999999999623187,1.0
798,9606.ENSP00000342889,9606.ENSP00000484525,0.9999999999961326,1.0
799,9606.ENSP00000342889,9606.ENSP00000225728,1.0,1.0
800,9606.ENSP00000342889,9606.ENSP00000283875,1.0,1.0
801,9606.ENSP00000342889,9606.ENSP00000293777,1.0,1.0
802,9606.ENSP00000357754,9606.ENSP00000425915,0.0017146407310338,1.0
818,9606.ENSP00000498766,9606.ENSP00000379383,0.8435759795351664,1.0
819,9606.ENSP00000498766,9606.ENSP00000378517,0.9990568809467472,1.0
820,9606.ENSP00000498766,9606.ENSP00000331411,0.0570020504806663,1.0
821,9606.ENSP00000498766,9606.ENSP00000357842,0.8907665590771452,1.0
824,9606.ENSP00000351325,9606.ENSP00000370443,0.0250221120271057,0.0
830,9606.ENSP00000236979,9606.ENSP00000297323,0.4472827812114606,0.0
837,9606.ENSP00000484618,9606.ENSP00000391800,2.506953771223145e-05,1.0
867,9606.ENSP00000355315,9606.ENSP00000463784,1.0,1.0
868,9606.ENSP00000355315,9606.ENSP00000472469,1.0,1.0
869,9606.ENSP00000355315,9606.ENSP00000498019,1.0,1.0
870,9606.ENSP00000355315,9606.ENSP00000009530,1.0,1.0
871,9606.ENSP00000355315,9606.ENSP00000494697,1.0,1.0
872,9606.ENSP00000355315,9606.ENSP00000426909,1.0,1.0
873,9606.ENSP00000355315,9606.ENSP00000261015,1.0,1.0
874,9606.ENSP00000355315,9606.ENSP00000364037,1.0,1.0
876,9606.ENSP00000355315,9606.ENSP00000495273,1.0,1.0
877,9606.ENSP00000355315,9606.ENSP00000375632,1.0,1.0
878,9606.ENSP00000355315,9606.ENSP00000346001,1.0,1.0
879,9606.ENSP00000355315,9606.ENSP00000483484,1.0,1.0
880,9606.ENSP00000355315,9606.ENSP00000359571,1.0,1.0
881,9606.ENSP00000355315,9606.ENSP00000403172,1.0,1.0
882,9606.ENSP00000355315,9606.ENSP00000496250,1.0,1.0
883,9606.ENSP00000355315,9606.ENSP00000417559,1.0,1.0
884,9606.ENSP00000355315,9606.ENSP00000354040,1.0,1.0
885,9606.ENSP00000355315,9606.ENSP00000363559,1.0,1.0
886,9606.ENSP00000355315,9606.ENSP00000364965,0.9999999999999998,1.0
887,9606.ENSP00000355315,9606.ENSP00000225430,1.0,1.0
888,9606.ENSP00000355315,9606.ENSP00000258821,0.9999999999997682,1.0
889,9606.ENSP00000355315,9606.ENSP00000313603,0.9999999999993672,1.0
891,9606.ENSP00000355315,9606.ENSP00000413436,1.0,1.0
892,9606.ENSP00000355315,9606.ENSP00000262027,0.9999999999999594,1.0
893,9606.ENSP00000355315,9606.ENSP00000305230,1.0,1.0
894,9606.ENSP00000355315,9606.ENSP00000315017,1.0,1.0
895,9606.ENSP00000355315,9606.ENSP00000328023,0.999999999999992,1.0
896,9606.ENSP00000355315,9606.ENSP00000378163,1.0,1.0
897,9606.ENSP00000355315,9606.ENSP00000362208,1.0,1.0
898,9606.ENSP00000355315,9606.ENSP00000326128,0.999999999963024,1.0
899,9606.ENSP00000355315,9606.ENSP00000424870,1.0,1.0
900,9606.ENSP00000355315,9606.ENSP00000245539,1.0,1.0
901,9606.ENSP00000355315,9606.ENSP00000418401,0.9999999999999998,1.0
902,9606.ENSP00000355315,9606.ENSP00000262584,1.0,1.0
903,9606.ENSP00000355315,9606.ENSP00000369965,1.0,1.0
904,9606.ENSP00000355315,9606.ENSP00000470972,1.0,1.0
905,9606.ENSP00000355315,9606.ENSP00000435096,1.0,1.0
906,9606.ENSP00000355315,9606.ENSP00000230050,1.0,1.0
907,9606.ENSP00000355315,9606.ENSP00000222284,0.9999999997155292,1.0
908,9606.ENSP00000355315,9606.ENSP00000317376,1.0,1.0
909,9606.ENSP00000355315,9606.ENSP00000267884,1.0,1.0
914,9606.ENSP00000360170,9606.ENSP00000480053,0.9142778657748296,1.0
916,9606.ENSP00000360170,9606.ENSP00000445002,0.9996886340372656,1.0
917,9606.ENSP00000360170,9606.ENSP00000303208,0.9993760190459546,1.0
926,9606.ENSP00000373298,9606.ENSP00000376848,0.3547236686276951,1.0
927,9606.ENSP00000373298,9606.ENSP00000274545,0.0874678050729683,0.0
928,9606.ENSP00000373298,9606.ENSP00000363827,0.9840892262604262,1.0
929,9606.ENSP00000373298,9606.ENSP00000344432,0.658208025003542,1.0
938,9606.ENSP00000385939,9606.ENSP00000288699,0.0134725463947642,0.0
943,9606.ENSP00000411032,9606.ENSP00000482773,0.005544272115293,0.0
956,9606.ENSP00000463784,9606.ENSP00000285814,1.0,1.0
957,9606.ENSP00000463784,9606.ENSP00000270625,1.0,1.0
958,9606.ENSP00000463784,9606.ENSP00000346027,1.0,1.0
959,9606.ENSP00000463784,9606.ENSP00000318646,1.0,1.0
960,9606.ENSP00000463784,9606.ENSP00000426909,1.0,1.0
961,9606.ENSP00000463784,9606.ENSP00000354722,1.0,1.0
962,9606.ENSP00000463784,9606.ENSP00000364320,1.0,1.0
963,9606.ENSP00000463784,9606.ENSP00000379888,1.0,1.0
964,9606.ENSP00000463784,9606.ENSP00000264995,1.0,1.0
965,9606.ENSP00000463784,9606.ENSP00000265245,1.0,1.0
966,9606.ENSP00000463784,9606.ENSP00000353741,1.0,1.0
967,9606.ENSP00000463784,9606.ENSP00000417559,1.0,1.0
968,9606.ENSP00000463784,9606.ENSP00000354040,1.0,1.0
969,9606.ENSP00000463784,9606.ENSP00000362744,1.0,1.0
970,9606.ENSP00000463784,9606.ENSP00000309830,1.0,1.0
971,9606.ENSP00000463784,9606.ENSP00000480514,0.9999999999999984,1.0
972,9606.ENSP00000463784,9606.ENSP00000388337,1.0,1.0
973,9606.ENSP00000463784,9606.ENSP00000351380,1.0,1.0
974,9606.ENSP00000463784,9606.ENSP00000469613,1.0,1.0
975,9606.ENSP00000463784,9606.ENSP00000361446,1.0,1.0
976,9606.ENSP00000463784,9606.ENSP00000296577,1.0,1.0
977,9606.ENSP00000463784,9606.ENSP00000468633,0.276673592379613,1.0
978,9606.ENSP00000463784,9606.ENSP00000395772,1.0,1.0
979,9606.ENSP00000463784,9606.ENSP00000369757,1.0,1.0
980,9606.ENSP00000463784,9606.ENSP00000363559,1.0,1.0
981,9606.ENSP00000463784,9606.ENSP00000476117,1.0,1.0
982,9606.ENSP00000463784,9606.ENSP00000306788,1.0,1.0
983,9606.ENSP00000463784,9606.ENSP00000223324,1.0,1.0
984,9606.ENSP00000463784,9606.ENSP00000326981,1.0,1.0
985,9606.ENSP00000463784,9606.ENSP00000225430,1.0,1.0
986,9606.ENSP00000463784,9606.ENSP00000307940,1.0,1.0
987,9606.ENSP00000463784,9606.ENSP00000357823,1.0,1.0
988,9606.ENSP00000463784,9606.ENSP00000496044,1.0,1.0
989,9606.ENSP00000463784,9606.ENSP00000417602,1.0,1.0
990,9606.ENSP00000463784,9606.ENSP00000266604,0.9999999999999896,1.0
991,9606.ENSP00000463784,9606.ENSP00000428085,1.0,1.0
992,9606.ENSP00000463784,9606.ENSP00000263629,1.0,1.0
993,9606.ENSP00000463784,9606.ENSP00000346725,1.0,1.0
994,9606.ENSP00000463784,9606.ENSP00000307567,1.0,1.0
995,9606.ENSP00000463784,9606.ENSP00000341885,1.0,1.0
996,9606.ENSP00000463784,9606.ENSP00000424870,1.0,1.0
997,9606.ENSP00000463784,9606.ENSP00000245539,1.0,1.0
998,9606.ENSP00000463784,9606.ENSP00000296674,1.0,1.0
1000,9606.ENSP00000463784,9606.ENSP00000223641,1.0,1.0
1001,9606.ENSP00000463784,9606.ENSP00000360850,1.0,1.0
1002,9606.ENSP00000463784,9606.ENSP00000382250,1.0,1.0
1003,9606.ENSP00000463784,9606.ENSP00000224073,1.0,1.0
1004,9606.ENSP00000463784,9606.ENSP00000464342,1.0,1.0
1005,9606.ENSP00000463784,9606.ENSP00000230050,1.0,1.0
1006,9606.ENSP00000463784,9606.ENSP00000420311,1.0,1.0
1007,9606.ENSP00000463784,9606.ENSP00000341082,1.0,1.0
1008,9606.ENSP00000463784,9606.ENSP00000246117,0.9999999999995056,1.0
1009,9606.ENSP00000463784,9606.ENSP00000307889,1.0,1.0
1010,9606.ENSP00000463784,9606.ENSP00000471455,1.0,1.0
1011,9606.ENSP00000463784,9606.ENSP00000308897,1.0,1.0
1012,9606.ENSP00000463784,9606.ENSP00000216037,1.0,1.0
1013,9606.ENSP00000463784,9606.ENSP00000377640,1.0,1.0
1014,9606.ENSP00000463784,9606.ENSP00000267884,1.0,1.0
1015,9606.ENSP00000286479,9606.ENSP00000306999,0.9005508203474594,1.0
1037,9606.ENSP00000418813,9606.ENSP00000434516,0.9597154879102482,1.0
1038,9606.ENSP00000418813,9606.ENSP00000355141,0.8954265844586278,1.0
1042,9606.ENSP00000329002,9606.ENSP00000324729,0.9971476638356512,1.0
1043,9606.ENSP00000329002,9606.ENSP00000263339,0.9999999953478392,1.0
1044,9606.ENSP00000329002,9606.ENSP00000294702,0.998482272510183,1.0
1045,9606.ENSP00000329002,9606.ENSP00000269097,0.9991564486873517,1.0
1046,9606.ENSP00000329002,9606.ENSP00000466090,0.9999310720791752,1.0
1047,9606.ENSP00000335382,9606.ENSP00000312702,0.9998637889509152,1.0
1048,9606.ENSP00000335382,9606.ENSP00000360190,0.997994602603836,1.0
1049,9606.ENSP00000335382,9606.ENSP00000381703,0.9992233533134112,1.0
1052,9606.ENSP00000335382,9606.ENSP00000371835,0.9999395829650904,1.0
1065,9606.ENSP00000400591,9606.ENSP00000226796,1.0,1.0
1066,9606.ENSP00000400591,9606.ENSP00000342889,1.0,1.0
1067,9606.ENSP00000400591,9606.ENSP00000260970,1.0,1.0
1068,9606.ENSP00000400591,9606.ENSP00000257181,1.0,1.0
1069,9606.ENSP00000400591,9606.ENSP00000472469,1.0,1.0
1070,9606.ENSP00000400591,9606.ENSP00000319240,1.0,1.0
1071,9606.ENSP00000400591,9606.ENSP00000269601,1.0,1.0
1072,9606.ENSP00000400591,9606.ENSP00000274712,1.0,1.0
1073,9606.ENSP00000400591,9606.ENSP00000335808,1.0,1.0
1074,9606.ENSP00000400591,9606.ENSP00000216252,1.0,1.0
1075,9606.ENSP00000400591,9606.ENSP00000387006,1.0,1.0
1076,9606.ENSP00000400591,9606.ENSP00000339090,1.0,1.0
1077,9606.ENSP00000400591,9606.ENSP00000368881,1.0,1.0
1078,9606.ENSP00000400591,9606.ENSP00000416959,1.0,1.0
1079,9606.ENSP00000400591,9606.ENSP00000281950,0.9999999999999548,1.0
1080,9606.ENSP00000400591,9606.ENSP00000337194,1.0,1.0
1081,9606.ENSP00000400591,9606.ENSP00000260129,0.9999999986454984,1.0
1082,9606.ENSP00000400591,9606.ENSP00000348010,0.9999999999999998,1.0
1083,9606.ENSP00000400591,9606.ENSP00000326261,1.0,1.0
1084,9606.ENSP00000400591,9606.ENSP00000360464,1.0,1.0
1085,9606.ENSP00000400591,9606.ENSP00000307863,1.0,1.0
1086,9606.ENSP00000400591,9606.ENSP00000304903,1.0,1.0
1087,9606.ENSP00000400591,9606.ENSP00000344241,1.0,1.0
1088,9606.ENSP00000400591,9606.ENSP00000317123,1.0,1.0
1089,9606.ENSP00000400591,9606.ENSP00000416269,1.0,1.0
1090,9606.ENSP00000400591,9606.ENSP00000360497,1.0,1.0
1091,9606.ENSP00000400591,9606.ENSP00000226798,1.0,1.0
1092,9606.ENSP00000400591,9606.ENSP00000268482,1.0,1.0
1093,9606.ENSP00000400591,9606.ENSP00000318861,1.0,1.0
1094,9606.ENSP00000400591,9606.ENSP00000369757,1.0,1.0
1095,9606.ENSP00000400591,9606.ENSP00000266529,1.0,1.0
1096,9606.ENSP00000400591,9606.ENSP00000261167,1.0,1.0
1097,9606.ENSP00000400591,9606.ENSP00000260210,1.0,1.0
1098,9606.ENSP00000400591,9606.ENSP00000324203,1.0,1.0
1099,9606.ENSP00000400591,9606.ENSP00000285873,0.9999999999999996,1.0
1100,9606.ENSP00000400591,9606.ENSP00000362936,1.0,1.0
1101,9606.ENSP00000400591,9606.ENSP00000357928,1.0,1.0
1102,9606.ENSP00000400591,9606.ENSP00000263384,1.0,1.0
1103,9606.ENSP00000400591,9606.ENSP00000308533,0.9999999999999932,1.0
1104,9606.ENSP00000400591,9606.ENSP00000259469,1.0,1.0
1105,9606.ENSP00000400591,9606.ENSP00000281701,1.0,1.0
1106,9606.ENSP00000400591,9606.ENSP00000215829,1.0,1.0
1107,9606.ENSP00000400591,9606.ENSP00000233468,1.0,1.0
1108,9606.ENSP00000400591,9606.ENSP00000357901,1.0,1.0
1109,9606.ENSP00000400591,9606.ENSP00000221494,1.0,1.0
1110,9606.ENSP00000400591,9606.ENSP00000245934,1.0,1.0
1111,9606.ENSP00000400591,9606.ENSP00000335321,1.0,1.0
1112,9606.ENSP00000400591,9606.ENSP00000309572,1.0,1.0
1113,9606.ENSP00000400591,9606.ENSP00000351137,1.0,1.0
1114,9606.ENSP00000400591,9606.ENSP00000358554,1.0,1.0
1115,9606.ENSP00000400591,9606.ENSP00000272091,1.0,1.0
1116,9606.ENSP00000400591,9606.ENSP00000270257,0.9999999972010654,1.0
1117,9606.ENSP00000400591,9606.ENSP00000266079,1.0,1.0
1118,9606.ENSP00000400591,9606.ENSP00000204549,0.999999999983199,1.0
1392,9606.ENSP00000380241,9606.ENSP00000500891,0.0682131082327136,1.0
1402,9606.ENSP00000260970,9606.ENSP00000319240,1.0,1.0
1403,9606.ENSP00000260970,9606.ENSP00000296215,1.0,1.0
1404,9606.ENSP00000260970,9606.ENSP00000379683,0.9999999966822192,1.0
1405,9606.ENSP00000260970,9606.ENSP00000460348,1.0,1.0
1406,9606.ENSP00000260970,9606.ENSP00000369887,0.9281714984591568,1.0
1407,9606.ENSP00000260970,9606.ENSP00000156471,1.0,1.0
1408,9606.ENSP00000260970,9606.ENSP00000475028,0.9999771074289768,1.0
1409,9606.ENSP00000260970,9606.ENSP00000317123,1.0,1.0
1410,9606.ENSP00000260970,9606.ENSP00000342007,0.9999999910340768,1.0
1411,9606.ENSP00000260970,9606.ENSP00000360247,0.9999969444279826,1.0
1412,9606.ENSP00000260970,9606.ENSP00000301740,1.0,1.0
1413,9606.ENSP00000260970,9606.ENSP00000199814,1.0,1.0
1414,9606.ENSP00000260970,9606.ENSP00000357928,1.0,1.0
